id,type,x,y,z,r,pid,dist
1,1,0.0,-499.231248746,46.48,9.7891,-1,0.0
2,3,6.92234345702,-503.746059956,47.479,0.3318,1,0.0
3,3,7.88408849231,-504.363417435,47.4345,0.3318,2,1.30806402
4,3,8.79703257366,-505.051582731,47.4169,0.3318,3,2.61541215
5,3,9.67079202665,-505.788951532,47.3768,0.3318,4,3.92418849
6,3,10.5380514919,-506.5255017,47.308,0.3318,5,5.22356706
7,3,11.5630116536,-507.006121994,47.2074,0.3318,6,6.51522662
8,3,12.691654045,-507.141076662,47.0683,0.3318,7,7.82662184
9,3,13.8110883147,-507.018861909,46.8602,0.3318,8,9.13799698
10,3,14.8129546014,-506.851584763,46.496,0.3318,9,10.30235632
11,3,15.6630958752,-506.753851276,46.0639,0.3318,10,11.22135875
12,3,16.4418184086,-506.019398782,45.78,0.3318,11,12.44778721
13,3,17.4564995133,-505.624307456,45.5504,0.3318,12,13.68617827
14,3,18.4318251762,-506.075615014,45.4367,0.3318,13,14.85404462
15,3,19.0647976324,-506.998747837,45.3718,0.3318,14,16.11108497
16,3,19.2583517786,-508.052114408,45.1461,0.3318,15,17.3090698
17,3,19.9852886666,-508.751841019,44.7395,0.3318,16,18.49244793
18,3,20.8347078061,-509.503467419,44.3495,0.3318,17,19.93100305
19,3,21.3441872237,-510.252606768,43.8155,0.3318,18,21.03693809
20,3,21.5966275621,-510.770007121,43.1525,0.3318,19,21.80793634
21,3,22.284356636,-511.574457499,42.786,0.3318,20,23.06237028
22,3,23.1337620735,-511.808988889,42.7756,0.3318,21,23.83897301
23,3,24.044686246,-512.126059089,42.8814,0.3318,22,24.78048301
24,3,25.131321335,-512.405775791,42.9024,0.3318,23,26.03994126
25,3,26.2545330766,-512.295369117,42.7938,0.3318,24,27.32552947
26,3,27.1735713616,-512.442177838,42.3629,0.3318,25,28.37738845
27,3,27.919269502,-512.674823348,41.5162,0.3318,26,29.70447899
28,3,28.6310706514,-513.369812934,40.5712,0.3318,27,31.58717539
29,3,29.6476072438,-513.577799511,39.5018,0.3017,28,33.80739681
30,3,30.6288145031,-513.776893494,38.4012,0.2861,29,36.02112327
31,3,31.6406328121,-513.922787256,37.3414,0.2557,30,38.18936059
32,3,32.7266753614,-513.906976465,36.4137,0.2058,31,40.22972628
33,3,33.8394192961,-513.968027147,35.6426,0.197,32,42.06624774
34,3,34.9645997139,-514.079678065,35.0185,0.2319,33,43.73424545
35,3,36.09558607,-513.952078213,34.5422,0.2762,34,45.256519
36,3,37.2116926046,-513.730954937,34.1818,0.2291,35,46.68099646
37,3,38.3374781669,-513.862109798,33.8766,0.1967,36,48.05873823
38,3,39.4448300795,-514.102860191,33.598,0.214,37,49.4205452
39,3,40.5357497923,-514.441516625,33.367,0.2123,38,50.7787002
40,3,41.6265141718,-514.763962696,33.1755,0.2598,39,52.10911085
41,3,42.7683630376,-514.716611058,33.0151,0.2167,40,53.44090002
42,3,43.9016999966,-514.59521803,32.8566,0.2009,41,54.7652112
43,3,45.0205820197,-514.475629116,32.6866,0.2033,42,56.06030969
44,3,46.1095141719,-514.229871048,32.6421,0.283,43,57.3084602
45,3,47.208723358,-514.017167369,32.5895,0.2947,44,58.56473065
46,3,48.2974324636,-514.279634478,32.4761,0.29,45,59.83176671
47,3,49.4083018838,-514.274848952,32.307,0.2952,46,61.09441529
48,3,50.552183689,-514.302141183,32.1936,0.2374,47,62.4164853
49,3,51.6869449257,-514.26371846,32.128,0.2281,48,63.70994803
50,3,52.7863168676,-513.945939695,32.0989,0.1937,49,65.02039685
51,3,53.8655591272,-513.587413343,32.1359,0.213,50,66.31507085
52,3,54.8967495158,-513.200958194,32.2938,0.1894,51,67.55270446
53,3,55.9968247364,-513.314641126,32.4968,0.2044,52,68.81700276
54,3,57.0638394607,-513.543800521,32.6012,0.1763,53,70.01893657
55,3,58.1831354,-513.364660547,32.7065,0.1671,54,71.31493919
56,3,59.2807374582,-513.222179208,32.9188,0.17,55,72.58504169
57,3,60.3649903804,-513.3189617,33.2601,0.1932,56,73.88649863
58,3,61.4682514886,-513.502458313,33.6557,0.2639,57,75.29385407
59,3,62.5909780539,-513.699874192,34.0477,0.2607,58,76.74700604
60,3,63.711705835,-513.922004539,34.426,0.22,59,78.19548958
61,3,64.8163558262,-514.195593166,34.8096,0.1996,60,79.63774088
62,3,65.9113535968,-514.427941465,35.2254,0.2369,61,81.06363637
63,3,67.0075125896,-514.493318775,35.7115,0.2853,62,82.50576831
64,3,68.1117052801,-514.535707832,36.2331,0.2471,63,83.9988732
65,3,69.235691986,-514.588063683,36.7427,0.2248,64,85.52465261
66,3,70.2654445662,-514.345123107,37.3078,0.2908,65,86.96340112
67,3,71.1785825799,-513.831381325,37.9243,0.2359,66,88.44122502
68,3,72.1580608615,-513.370299385,38.5109,0.1938,67,89.95729884
69,3,73.2528475935,-513.111697101,38.9528,0.1692,68,91.41800758
70,3,74.3798197292,-512.963419337,39.2224,0.2067,69,92.78274423
71,3,75.515954011,-512.858929415,39.3823,0.2168,70,94.11003149
72,3,76.641398194,-512.740080809,39.5091,0.1803,71,95.40685933
73,3,77.6507117766,-512.453082914,39.7258,0.1512,72,96.55489992
74,3,78.7143164695,-512.327535244,39.9568,0.1397,73,97.75527808
75,3,79.7296887483,-512.709895514,40.0551,0.1417,74,98.94212121
76,3,80.7225930626,-513.229290963,40.0294,0.1454,75,100.19841231
