id,type,x,y,z,r,pid,dist
1,1,0.0,-569.173176981,41.6346,6.0176,-1,0.0
2,3,-4.81621582877,-570.931849659,42.0,0.4004,1,0.0
3,3,-5.88924421263,-571.328444399,42.9313,0.4004,2,2.17599699
4,3,-6.96428003434,-571.658727826,43.2984,0.4004,3,3.57554856
5,3,-7.68449555433,-571.458837919,43.983,0.4004,4,4.60289209
6,3,-8.65132003965,-571.273088317,44.7496,0.2288,5,6.15982015
7,3,-9.63805743091,-570.73744448,45.591,0.3077,6,8.12833911
8,3,-10.7279293276,-570.503675772,45.9578,0.3459,7,9.50534991
9,3,-11.7814018752,-570.207752519,46.403,0.3584,8,10.90092793
10,3,-12.8971585511,-570.390204075,46.8899,0.3227,9,12.41620107
11,3,-13.9972533378,-570.608572274,47.4093,0.3128,10,13.94387064
12,3,-15.1000646169,-570.43128978,47.9592,0.2502,11,15.49388245
13,3,-16.1439086983,-570.091876383,48.5517,0.2336,12,17.04975062
14,3,-17.1250990411,-570.232882167,49.2752,0.2925,13,18.55581999
15,3,-17.9445685804,-570.351660002,50.155,0.3097,14,20.01550653
16,3,-18.9419836242,-570.219227075,51.0457,0.3307,15,21.82122827
17,3,-19.9000898569,-570.126381359,51.9753,0.3081,16,23.61197231
18,3,-20.7442786942,-570.473550276,52.9413,0.2217,17,25.37830936
19,3,-21.6383773159,-570.01998042,55.1964,0.1144,18,31.46892333
20,3,-22.4779161365,-569.310084837,55.4862,0.1313,19,32.76168454
21,3,-23.1655474553,-568.413775437,55.6326,0.1271,20,34.05932487
22,3,-23.8171929033,-567.47798304,55.725,0.1144,21,35.36821183
23,3,-24.5336698242,-566.592712719,55.72,0.1144,22,36.66527955
24,3,-21.2403189398,-570.90268942,53.5651,0.1622,18,25.9051755465
25,3,-21.5430488038,-571.929598082,54.1506,0.1364,24,27.3941725665
26,3,-21.87825218,-572.943579214,54.6734,0.1356,25,28.8080114465
27,3,-22.4818299774,-573.843245387,54.9592,0.1342,26,30.0633984665
28,3,-23.2733805082,-574.60566761,55.074,0.1313,27,31.2844173965
29,3,-23.1628550539,-575.261632109,55.3708,0.1271,28,31.8150129365
30,3,-22.9268084228,-576.32908332,55.6637,0.1144,29,33.0959734465
31,3,-22.9501933282,-577.463368115,56.0,0.1144,30,34.4962199865
32,3,-7.06740824189,-572.083674073,44.7261,0.1909,5,5.15039757475
33,3,-6.82609925683,-573.08503786,45.425,0.1632,32,6.69981824475
34,3,-7.07565525427,-574.101973061,46.0779,0.1988,33,8.22253205475
35,3,-7.33824448321,-575.035647558,46.7264,0.1867,34,9.58378547475
36,3,-7.69550425695,-576.083687688,47.1335,0.1994,35,10.9755385448
37,3,-7.93110547266,-577.19916138,47.2844,0.1669,36,12.2980988448
38,3,-7.86839115563,-578.158388431,47.0999,0.15,37,13.2561887148
39,3,-7.91398855031,-579.274271994,46.8292,0.1373,38,14.5767424548
40,3,-8.13267484448,-580.254508948,46.3915,0.1373,39,15.7770119248
41,3,-7.92374769747,-581.251268762,45.885,0.1373,40,17.0707348548
42,3,-8.36670237584,-582.256806147,45.5414,0.1373,41,18.3961100948
43,3,-8.77949348663,-583.123243715,45.6106,0.1373,42,19.3220092948
44,3,-8.81131824359,-584.0857286,45.9998,0.1374,43,20.4008759048
45,3,-9.21352143255,-585.099418047,46.4691,0.1374,44,21.8104520948
46,3,-9.97456174219,-585.951871857,46.9064,0.1375,45,23.3075432348
47,3,-10.5131184209,-586.940734185,47.2825,0.1377,46,24.7168864448
48,3,-10.8709868738,-588.01881145,47.5941,0.1381,47,26.1043014248
49,3,-11.2476379698,-589.038001855,47.9086,0.1387,48,27.3838268048
50,3,-11.8171162289,-589.93580752,48.2588,0.1398,49,28.6368273448
51,3,-12.210510235,-590.955209961,48.4957,0.1421,50,29.8868891348
52,3,-12.4313725994,-591.900293611,48.4803,0.1461,51,30.8290895848
53,3,-12.7513309998,-592.921609641,48.3554,0.1535,52,31.9901494048
54,3,-13.3164938199,-593.47896762,48.5335,0.1678,53,32.6519259448
55,3,-13.51585802,-594.511875406,48.8494,0.1923,54,33.8583633348
56,3,-13.712874655,-595.620596312,49.1907,0.2473,55,35.2429266248
57,3,-14.088099736,-596.700322049,49.4931,0.3021,56,36.6409739148
58,3,-14.3851578345,-597.80194397,49.7244,0.29,57,37.9962879748
59,3,-14.78130859,-598.875931576,49.8893,0.248,58,39.3338647848
60,3,-15.1633424014,-599.952790052,49.9881,0.2641,59,40.6492002348
61,3,-15.502626275,-601.025301942,50.1133,0.2955,60,41.9302705748
62,3,-15.8613743063,-602.100093429,50.2522,0.3471,61,43.2334406748
63,3,-16.2624460283,-603.169500196,50.3588,0.3598,62,44.5492935948
64,3,-16.8161601316,-604.167703428,50.4123,0.3282,63,45.8551648448
65,3,-17.5368337424,-605.051076642,50.3986,0.3087,64,47.1550712248
66,3,-18.2885751202,-605.906695869,50.2908,0.312,65,48.4638914248
67,3,-19.0336240063,-606.74841076,50.0716,0.3546,66,49.7755218648
68,3,-19.7909174757,-607.597341617,49.8182,0.3707,67,51.1339104248
69,3,-20.5526673001,-608.451260551,49.5799,0.3642,68,52.5001376548
70,3,-21.3726275089,-609.234194971,49.3136,0.2981,69,53.8563743948
71,3,-22.2308980201,-609.953338399,48.9969,0.3244,70,55.2104688248
72,3,-23.1519674853,-610.622078737,48.7018,0.3366,71,56.5931354348
73,3,-24.0975731278,-611.264658303,48.4534,0.3084,72,57.9619165248
74,3,-24.9842393452,-611.956604601,48.1709,0.274,73,59.3066894348
75,3,-25.5667276462,-612.898808676,47.8458,0.2377,74,60.6394205848
76,3,-26.3785881868,-613.688921214,47.5759,0.2654,75,61.9956619548
77,3,-27.4895022858,-613.879526263,47.3598,0.3132,76,63.3128215848
78,3,-28.5680058029,-614.229951067,47.1355,0.3048,77,64.6490994548
79,3,-29.5796969218,-614.727492674,46.881,0.3032,78,65.9849362748
80,3,-30.6602337017,-615.083328194,46.6477,0.2321,79,67.3335438148
81,3,-31.7804565816,-615.310124907,46.4629,0.2023,80,68.6740309048
82,3,-32.8618770627,-615.671026893,46.2916,0.2235,81,70.0030950948
83,3,-33.7533320321,-616.342799003,46.0872,0.2342,82,71.2908441848
84,3,-34.6282076849,-617.074117785,45.9264,0.2793,83,72.6169353948
85,3,-35.4541313446,-617.849338759,45.8934,0.355,84,73.9011418448
86,3,-36.1156297888,-618.750796212,45.9872,0.3046,85,75.1601460148
87,3,-36.5137143983,-619.124295681,46.0818,0.2288,86,75.4670683848
88,3,-37.3318959244,-619.893649001,45.3975,0.3616,87,77.1966604148
89,3,-38.1526076197,-620.666056538,45.1032,0.3844,88,78.5534539948
90,3,-38.9718583137,-621.447525833,44.7734,0.3847,89,79.9440879948
91,3,-39.6662836011,-622.323038672,44.4254,0.3608,90,81.3139412048
92,3,-40.2054084185,-623.31802123,44.0756,0.3215,91,82.7169471048
93,3,-40.8336398922,-624.254925102,43.741,0.2232,92,84.1013679148
94,3,-41.6130633385,-625.073529831,43.4462,0.1649,93,85.4658895648
95,3,-42.5596996124,-625.688964088,43.2152,0.1413,94,86.7941301248
96,3,-43.6072437,-626.150789807,43.0517,0.1446,95,88.1314939848
97,3,-44.6870668424,-626.496807958,42.9402,0.1514,96,89.4296728148
98,3,-45.8163549165,-626.673812381,42.8666,0.1607,97,90.7417118948
99,3,-46.9396264585,-626.750995106,42.835,0.1935,98,92.0104065848
100,3,-48.0573963547,-626.743020201,42.7731,0.1798,99,93.2637113348
101,3,-49.1452767331,-626.763047738,42.5362,0.1714,100,94.5037177648
102,3,-50.0064169097,-627.261018054,42.1669,0.1897,101,95.6296370948
103,3,-50.9156169604,-627.63475372,41.697,0.1723,102,96.8167661848
104,3,-51.9362502205,-628.046661232,41.2913,0.161,103,98.1927187248
105,3,-52.9395090413,-627.974539748,40.9049,0.1525,104,99.3537534548
106,3,-53.8767583674,-627.580448768,40.4852,0.1907,105,100.563645545
107,3,-54.8725126314,-627.983757701,40.04,0.1144,106,101.916033235
108,3,-37.0549723936,-619.434507935,46.0376,0.336,86,76.1629128987
109,3,-37.8209561157,-620.25023624,46.0606,0.2464,108,77.4155856287
110,3,-38.5432152122,-621.124480587,46.1166,0.2255,109,78.7046830087
111,3,-39.1556791509,-622.057915332,46.2098,0.1681,110,79.9597817487
112,3,-39.1063787332,-622.948296778,46.5654,0.152,111,80.8814427587
113,3,-38.6148179805,-623.250168533,47.2746,0.1412,112,81.7171659287
114,3,-38.7947476825,-624.088627996,48.1692,0.1445,113,83.2528640587
115,3,-39.4783824015,-624.836688202,48.96,0.1506,114,84.9051791987
116,3,-40.1261851663,-625.624228542,49.4791,0.1624,115,86.2145122187
117,3,-40.5260016809,-626.65390529,49.9674,0.1816,116,87.6730365587
118,3,-40.8991990532,-627.700663644,50.4109,0.2306,117,89.1047081387
119,3,-41.2673970694,-628.748430183,50.832,0.2559,118,90.5154178487
120,3,-41.85764995,-629.664357247,51.2761,0.2786,119,91.8999635087
121,3,-42.4356112367,-630.613661051,51.7387,0.2094,120,93.3491792287
122,3,-42.7826744055,-631.612090806,52.2578,0.1627,121,94.7359588587
123,3,-43.5949988702,-632.333028892,52.6596,0.1373,122,96.0770248587
124,3,-44.470218773,-633.063198114,52.9004,0.1373,123,97.4341664687
125,3,-45.320242686,-633.821731434,53.0085,0.1373,124,98.7437655287
126,3,-46.1398453603,-634.617711626,53.0488,0.1373,125,100.050722629
127,3,-47.016608777,-635.350743986,53.0656,0.1373,126,101.357055399
128,3,-48.0644320094,-635.795951279,53.0849,0.1373,127,102.653570949
129,3,-49.197108129,-635.909354356,53.153,0.1373,128,103.954024009
130,3,-50.3293903528,-635.865118558,53.3025,0.1373,129,105.260394099
131,3,-51.467511487,-635.96835641,53.466,0.1373,130,106.593104119
132,3,-52.566991812,-636.280802621,53.6385,0.1373,131,107.929339989
133,3,-53.6629072134,-636.60898768,53.8255,0.1373,132,109.273044989
134,3,-54.7362014577,-637.000860204,54.0383,0.1373,133,110.623853439
135,3,-55.3474249046,-637.846759807,54.4116,0.1373,134,111.852346569
136,3,-56.0368529547,-638.746977455,54.7705,0.1373,135,113.266858629
137,3,-56.372661631,-639.687129029,55.2871,0.1373,136,114.530386639
138,3,-57.1948531661,-640.411021928,55.8208,0.1373,137,116.015242179
139,3,-58.2309733851,-640.878925905,56.2646,0.1372,138,117.504679859
140,3,-59.1658967965,-641.477699765,56.5578,0.1372,139,118.823258019
141,3,-60.0097326824,-642.177071203,56.8162,0.1371,140,120.091207989
142,3,-60.9802552262,-642.65278511,57.1211,0.1368,141,121.352389729
143,3,-61.8977486586,-643.217737145,57.4123,0.1364,142,122.598152169
144,3,-62.9613864366,-643.625820858,57.6394,0.1356,143,123.947584219
